Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
5985,Agra,Jarar,Potato,Desi,FAQ,1000,1200,1100,23-Jan-20
5986,Agra,Jarar,Potato,Desi,FAQ,1200,1280,1240,22-Jan-20
5987,Agra,Jarar,Potato,Desi,FAQ,1200,1300,1250,21-Jan-20
5988,Agra,Jarar,Potato,Desi,FAQ,1200,1300,1250,20-Jan-20
5989,Agra,Jarar,Potato,Desi,FAQ,1000,1100,1050,19-Jan-20
5990,Agra,Jarar,Potato,Desi,FAQ,1200,1280,1240,17-Jan-20
5991,Agra,Jarar,Potato,Desi,FAQ,1200,1280,1240,16-Jan-20
5992,Agra,Jarar,Potato,Desi,FAQ,1200,1280,1240,15-Jan-20
5993,Agra,Jarar,Potato,Desi,FAQ,1200,1280,1240,14-Jan-20
5994,Agra,Jarar,Potato,Desi,FAQ,1200,1280,1240,13-Jan-20
5995,Agra,Jarar,Potato,Desi,FAQ,1200,1300,1250,12-Jan-20
5996,Agra,Jarar,Potato,Desi,FAQ,1200,1300,1250,10-Jan-20
5997,Agra,Jarar,Potato,Desi,FAQ,1180,1250,1200,9-Jan-20
5998,Agra,Jarar,Potato,Desi,FAQ,1200,1280,1240,7-Jan-20
5999,Agra,Jarar,Potato,Desi,FAQ,1180,1250,1200,6-Jan-20
6000,Agra,Jarar,Potato,Desi,FAQ,1200,1300,1250,5-Jan-20
6001,Agra,Jarar,Potato,Desi,FAQ,1200,1280,1240,3-Jan-20
6002,Agra,Jarar,Potato,Desi,FAQ,1200,1300,1250,2-Jan-20
6003,Agra,Jarar,Potato,Desi,FAQ,1200,1300,1250,1-Jan-20
6004,Agra,Jarar,Potato,Desi,FAQ,1200,1300,1250,31-Dec-19
6005,Agra,Jarar,Potato,Desi,FAQ,1200,1280,1240,30-Dec-19
6006,Agra,Jarar,Potato,Desi,FAQ,1200,1300,1250,29-Dec-19
6007,Agra,Jarar,Potato,Desi,FAQ,1200,1300,1250,28-Dec-19
6008,Agra,Jarar,Potato,Desi,FAQ,1200,1300,1250,25-Dec-19
6009,Agra,Jarar,Potato,Desi,FAQ,1200,1300,1250,24-Dec-19
6010,Agra,Jarar,Potato,Desi,FAQ,1200,1280,1240,19-Dec-19
6011,Agra,Jarar,Potato,Desi,FAQ,1200,1300,1250,18-Dec-19
6012,Agra,Jarar,Potato,Desi,FAQ,1000,1080,1040,17-Dec-19
6013,Agra,Jarar,Potato,Desi,FAQ,1000,1080,1040,16-Dec-19
6014,Agra,Jarar,Potato,Desi,FAQ,1000,1080,1040,15-Dec-19
6015,Agra,Jarar,Potato,Desi,FAQ,1000,1080,1040,13-Dec-19
6016,Agra,Jarar,Potato,Desi,FAQ,1000,1100,1050,12-Dec-19
6017,Agra,Jarar,Potato,Desi,FAQ,1000,1080,1040,11-Dec-19
6018,Agra,Jarar,Potato,Desi,FAQ,1000,1080,1040,10-Dec-19
6019,Agra,Jarar,Potato,Desi,FAQ,1000,1080,1040,9-Dec-19
6020,Agra,Jarar,Potato,Desi,FAQ,1000,1100,1050,8-Dec-19
6021,Agra,Jarar,Potato,Desi,FAQ,1000,1100,1050,5-Dec-19
6022,Agra,Jarar,Potato,Desi,FAQ,1000,1080,1040,4-Dec-19
