Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1995,Agra,Agra,Potato,Desi,FAQ,1050,1250,1140,24-Aug-18
1996,Agra,Agra,Potato,Desi,FAQ,1080,1240,1150,23-Aug-18
1997,Agra,Agra,Potato,Desi,FAQ,1050,1250,1140,22-Aug-18
1998,Agra,Agra,Potato,Desi,FAQ,1100,1250,1180,21-Aug-18
1999,Agra,Agra,Potato,Desi,FAQ,1150,1350,1240,20-Aug-18
2000,Agra,Agra,Potato,Desi,FAQ,1150,1300,1230,16-Aug-18
2001,Agra,Agra,Potato,Desi,FAQ,1150,1300,1220,14-Aug-18
2002,Agra,Agra,Potato,Desi,FAQ,1150,1350,1240,13-Aug-18
2003,Agra,Agra,Potato,Desi,FAQ,1200,1350,1270,11-Aug-18
2004,Agra,Agra,Potato,Desi,FAQ,1150,1350,1240,10-Aug-18
2005,Agra,Agra,Potato,Desi,FAQ,1150,1300,1220,9-Aug-18
2006,Agra,Agra,Potato,Desi,FAQ,1100,1300,1200,8-Aug-18
2007,Agra,Agra,Potato,Desi,FAQ,1180,1380,1250,7-Aug-18
2008,Agra,Agra,Potato,Desi,FAQ,1150,1350,1280,6-Aug-18
2009,Agra,Agra,Potato,Desi,FAQ,1180,1350,1250,4-Aug-18
2010,Agra,Agra,Potato,Desi,FAQ,1200,1350,1280,3-Aug-18
2011,Agra,Agra,Potato,Desi,FAQ,1250,1450,1340,2-Aug-18
2012,Agra,Agra,Potato,Desi,FAQ,1250,1450,1340,30-Jul-18
2013,Agra,Agra,Potato,Desi,FAQ,1280,1450,1360,28-Jul-18
2014,Agra,Agra,Potato,Desi,FAQ,1250,1450,1350,27-Jul-18
2015,Agra,Agra,Potato,Desi,FAQ,1250,1450,1345,26-Jul-18
2016,Agra,Agra,Potato,Desi,FAQ,1250,1450,1340,25-Jul-18
2017,Agra,Agra,Potato,Desi,FAQ,1240,1450,1350,24-Jul-18
2018,Agra,Agra,Potato,Desi,FAQ,1250,1450,1340,23-Jul-18
2019,Agra,Agra,Potato,Desi,FAQ,1250,1450,1350,21-Jul-18
2020,Agra,Agra,Potato,Desi,FAQ,1250,1450,1340,20-Jul-18
2021,Agra,Agra,Potato,Desi,FAQ,1250,1450,1350,19-Jul-18
2022,Agra,Agra,Potato,Desi,FAQ,1240,1400,1330,18-Jul-18
2023,Agra,Agra,Potato,Desi,FAQ,1250,1400,1320,17-Jul-18
2024,Agra,Agra,Potato,Desi,FAQ,1250,1450,1340,16-Jul-18
2025,Agra,Agra,Potato,Desi,FAQ,1280,1420,1350,14-Jul-18
2026,Agra,Agra,Potato,Desi,FAQ,1280,1430,1355,13-Jul-18
2027,Agra,Agra,Potato,Desi,FAQ,1240,1450,1350,12-Jul-18
2028,Agra,Agra,Potato,Desi,FAQ,1260,1450,1350,11-Jul-18
2029,Agra,Agra,Potato,Desi,FAQ,1250,1450,1360,10-Jul-18
2030,Agra,Agra,Potato,Desi,FAQ,1260,1450,1350,9-Jul-18
2031,Agra,Agra,Potato,Desi,FAQ,1250,1400,1330,7-Jul-18
2032,Agra,Agra,Potato,Desi,FAQ,1250,1400,1320,6-Jul-18
2033,Agra,Agra,Potato,Desi,FAQ,1250,1400,1330,5-Jul-18
2034,Agra,Agra,Potato,Desi,FAQ,1250,1450,1350,4-Jul-18
2035,Agra,Agra,Potato,Desi,FAQ,1300,1440,1360,3-Jul-18
2036,Agra,Agra,Potato,Desi,FAQ,1240,1450,1350,2-Jul-18
2037,Agra,Agra,Potato,Desi,FAQ,1280,1450,1360,30-Jun-18
2038,Agra,Agra,Potato,Desi,FAQ,1250,1450,1375,29-Jun-18
2039,Agra,Agra,Potato,Desi,FAQ,1300,1500,1400,28-Jun-18
2040,Agra,Agra,Potato,Desi,FAQ,1280,1450,1360,27-Jun-18
2041,Agra,Agra,Potato,Desi,FAQ,1250,1450,1350,26-Jun-18
2042,Agra,Agra,Potato,Desi,FAQ,1250,1450,1330,25-Jun-18
2043,Agra,Agra,Potato,Desi,FAQ,1200,1400,1305,23-Jun-18
2044,Agra,Agra,Potato,Desi,FAQ,1225,1400,1310,22-Jun-18
2045,Agra,Agra,Potato,Desi,FAQ,1220,1380,1300,21-Jun-18
2046,Agra,Agra,Potato,Desi,FAQ,1200,1350,1290,20-Jun-18
2047,Agra,Agra,Potato,Desi,FAQ,1150,1350,1280,19-Jun-18
2048,Agra,Agra,Potato,Desi,FAQ,1220,1400,1300,18-Jun-18
2049,Agra,Agra,Potato,Desi,FAQ,1220,1430,1310,16-Jun-18
2050,Agra,Agra,Potato,Desi,FAQ,1250,1400,1320,15-Jun-18
2051,Agra,Agra,Potato,Desi,FAQ,1200,1400,1300,14-Jun-18
2052,Agra,Agra,Potato,Desi,FAQ,1200,1380,1300,13-Jun-18
2053,Agra,Agra,Potato,Desi,FAQ,1200,1350,1285,12-Jun-18
2054,Agra,Agra,Potato,Desi,FAQ,1220,1350,1310,11-Jun-18
2055,Agra,Agra,Potato,Desi,FAQ,1220,1350,1300,9-Jun-18
2056,Agra,Agra,Potato,Desi,FAQ,1200,1350,1280,8-Jun-18
2057,Agra,Agra,Potato,Desi,FAQ,1250,1400,1320,7-Jun-18
2058,Agra,Agra,Potato,Desi,FAQ,1200,1400,1300,6-Jun-18
2059,Agra,Agra,Potato,Desi,FAQ,1250,1450,1350,5-Jun-18
2060,Agra,Agra,Potato,Desi,FAQ,1250,1400,1320,4-Jun-18
2061,Agra,Agra,Potato,Desi,FAQ,1200,1400,1300,3-Jun-18
2062,Agra,Agra,Potato,Desi,FAQ,1150,1310,1230,2-Jun-18
2063,Agra,Agra,Potato,Desi,FAQ,1150,1320,1240,31-May-18
2064,Agra,Agra,Potato,Desi,FAQ,1180,1320,1250,30-May-18
2065,Agra,Agra,Potato,Desi,FAQ,1160,1350,1260,29-May-18
2066,Agra,Agra,Potato,Desi,FAQ,1150,1350,1240,28-May-18
2067,Agra,Agra,Potato,Desi,FAQ,1180,1320,1250,27-May-18
2068,Agra,Agra,Potato,Desi,FAQ,1150,1340,1230,26-May-18
2069,Agra,Agra,Potato,Desi,FAQ,1150,1350,1250,25-May-18
2070,Agra,Agra,Potato,Desi,FAQ,1140,1350,1240,24-May-18
2071,Agra,Agra,Potato,Desi,FAQ,1150,1350,1250,23-May-18
2072,Agra,Agra,Potato,Desi,FAQ,1150,1350,1240,22-May-18
2073,Agra,Agra,Potato,Desi,FAQ,1150,1350,1250,21-May-18
2074,Agra,Agra,Potato,Desi,FAQ,1150,1320,1230,20-May-18
2075,Agra,Agra,Potato,Desi,FAQ,1150,1350,1240,19-May-18
2076,Agra,Agra,Potato,Desi,FAQ,1150,1350,1230,18-May-18
2077,Agra,Agra,Potato,Desi,FAQ,1150,1300,1240,17-May-18
2078,Agra,Agra,Potato,Desi,FAQ,1150,1300,1230,16-May-18
2079,Agra,Agra,Potato,Desi,FAQ,1150,1350,1250,15-May-18
2080,Agra,Agra,Potato,Desi,FAQ,1150,1350,1240,14-May-18
2081,Agra,Agra,Potato,Desi,FAQ,1150,1350,1250,13-May-18
2082,Agra,Agra,Potato,Desi,FAQ,1150,1300,1230,12-May-18
2083,Agra,Agra,Potato,Desi,FAQ,1100,1300,1220,11-May-18
2084,Agra,Agra,Potato,Desi,FAQ,1150,1350,1240,10-May-18
2085,Agra,Agra,Potato,Desi,FAQ,1100,1310,1220,9-May-18
2086,Agra,Agra,Potato,Desi,FAQ,1150,1300,1230,8-May-18
2087,Agra,Agra,Potato,Desi,FAQ,1100,1300,1200,7-May-18
2088,Agra,Agra,Potato,Desi,FAQ,1150,1300,1220,6-May-18
2089,Agra,Agra,Potato,Desi,FAQ,1100,1300,1200,5-May-18
2090,Agra,Agra,Potato,Desi,FAQ,1100,1300,1210,4-May-18
2091,Agra,Agra,Potato,Desi,FAQ,1100,1250,1180,3-May-18
2092,Agra,Agra,Potato,Desi,FAQ,1140,1320,1250,2-May-18
2093,Agra,Agra,Potato,Desi,FAQ,1150,1320,1240,30-Apr-18
2094,Agra,Agra,Potato,Desi,FAQ,1100,1300,1200,29-Apr-18
2095,Agra,Agra,Potato,Desi,FAQ,1100,1300,1210,28-Apr-18
2096,Agra,Agra,Potato,Desi,FAQ,1100,1280,1180,27-Apr-18
2097,Agra,Agra,Potato,Desi,FAQ,1050,1250,1140,26-Apr-18
2098,Agra,Agra,Potato,Desi,FAQ,1000,1200,1120,25-Apr-18
2099,Agra,Agra,Potato,Desi,FAQ,1000,1200,1110,24-Apr-18
2100,Agra,Agra,Potato,Desi,FAQ,950,1150,1040,21-Apr-18
2101,Agra,Agra,Potato,Desi,FAQ,950,1100,1020,20-Apr-18
2102,Agra,Agra,Potato,Desi,FAQ,900,1080,1000,19-Apr-18
2103,Agra,Agra,Potato,Desi,FAQ,900,1100,1010,18-Apr-18
2104,Agra,Agra,Potato,Desi,FAQ,900,1100,1000,17-Apr-18
2105,Agra,Agra,Potato,Desi,FAQ,850,1000,940,16-Apr-18
2106,Agra,Agra,Potato,Desi,FAQ,850,1000,920,14-Apr-18
2107,Agra,Agra,Potato,Desi,FAQ,850,1050,950,13-Apr-18
2108,Agra,Agra,Potato,Desi,FAQ,850,1050,940,12-Apr-18
2109,Agra,Agra,Potato,Desi,FAQ,850,1000,930,11-Apr-18
2110,Agra,Agra,Potato,Desi,FAQ,850,1050,940,10-Apr-18
2111,Agra,Agra,Potato,Desi,FAQ,800,980,910,9-Apr-18
2112,Agra,Agra,Potato,Desi,FAQ,800,980,900,8-Apr-18
2113,Agra,Agra,Potato,Desi,FAQ,850,1000,920,7-Apr-18
2114,Agra,Agra,Potato,Desi,FAQ,850,980,910,6-Apr-18
2115,Agra,Agra,Potato,Desi,FAQ,800,950,875,5-Apr-18
2116,Agra,Agra,Potato,Desi,FAQ,800,950,880,4-Apr-18
2117,Agra,Agra,Potato,Desi,FAQ,750,950,840,3-Apr-18
2118,Agra,Agra,Potato,Desi,FAQ,750,920,850,2-Apr-18
2119,Agra,Agra,Potato,Desi,FAQ,800,950,870,30-Mar-18
2120,Agra,Agra,Potato,Desi,FAQ,750,920,840,28-Mar-18
2121,Agra,Agra,Potato,Local,FAQ,750,900,830,27-Mar-18
2122,Agra,Agra,Potato,Local,FAQ,700,950,840,26-Mar-18
2123,Agra,Agra,Potato,Local,FAQ,700,880,800,25-Mar-18
2124,Agra,Agra,Potato,Local,FAQ,700,880,790,24-Mar-18
2125,Agra,Agra,Potato,Local,FAQ,680,850,780,23-Mar-18
2126,Agra,Agra,Potato,Local,FAQ,700,880,790,22-Mar-18
2127,Agra,Agra,Potato,Local,FAQ,700,880,800,21-Mar-18
2128,Agra,Agra,Potato,Local,FAQ,680,850,780,20-Mar-18
2129,Agra,Agra,Potato,Local,FAQ,680,850,770,19-Mar-18
2130,Agra,Agra,Potato,Local,FAQ,700,850,780,18-Mar-18
2131,Agra,Agra,Potato,Local,FAQ,650,850,770,17-Mar-18
2132,Agra,Agra,Potato,Local,FAQ,650,850,740,16-Mar-18
2133,Agra,Agra,Potato,Local,FAQ,650,850,750,15-Mar-18
2134,Agra,Agra,Potato,Local,FAQ,600,800,720,14-Mar-18
2135,Agra,Agra,Potato,Local,FAQ,600,800,700,13-Mar-18
2136,Agra,Agra,Potato,Local,FAQ,550,750,640,12-Mar-18
2137,Agra,Agra,Potato,Local,FAQ,580,720,630,11-Mar-18
2138,Agra,Agra,Potato,Local,FAQ,550,700,620,10-Mar-18
2139,Agra,Agra,Potato,Local,FAQ,480,700,645,9-Mar-18
2140,Agra,Agra,Potato,Local,FAQ,480,700,640,8-Mar-18
2141,Agra,Agra,Potato,Local,FAQ,450,680,590,7-Mar-18
2142,Agra,Agra,Potato,Local,FAQ,420,650,560,6-Mar-18
2143,Agra,Agra,Potato,Local,FAQ,420,650,550,5-Mar-18
2144,Agra,Agra,Potato,Local,FAQ,430,650,540,4-Mar-18
2145,Agra,Agra,Potato,Local,FAQ,400,650,520,3-Mar-18
2146,Agra,Agra,Potato,Local,FAQ,400,640,520,28-Feb-18
2147,Agra,Agra,Potato,Local,FAQ,375,580,490,27-Feb-18
2148,Agra,Agra,Potato,Local,FAQ,350,550,450,26-Feb-18
2149,Agra,Agra,Potato,Local,FAQ,340,550,460,25-Feb-18
2150,Agra,Agra,Potato,Local,FAQ,350,550,450,24-Feb-18
2151,Agra,Agra,Potato,Local,FAQ,350,540,450,23-Feb-18
2152,Agra,Agra,Potato,Local,FAQ,350,550,450,22-Feb-18
2153,Agra,Agra,Potato,Local,FAQ,350,550,450,21-Feb-18
2154,Agra,Agra,Potato,Local,FAQ,340,550,440,20-Feb-18
2155,Agra,Agra,Potato,Local,FAQ,350,540,450,19-Feb-18
2156,Agra,Agra,Potato,Local,FAQ,350,530,440,18-Feb-18
2157,Agra,Agra,Potato,Local,FAQ,350,540,450,17-Feb-18
2158,Agra,Agra,Potato,Local,FAQ,350,540,440,16-Feb-18
2159,Agra,Agra,Potato,Local,FAQ,350,510,440,15-Feb-18
2160,Agra,Agra,Potato,Local,FAQ,350,500,430,14-Feb-18
2161,Agra,Agra,Potato,Local,FAQ,340,500,425,13-Feb-18
2162,Agra,Agra,Potato,Local,FAQ,350,500,430,12-Feb-18
2163,Agra,Agra,Potato,Local,FAQ,340,500,430,11-Feb-18
2164,Agra,Agra,Potato,Local,FAQ,340,500,420,10-Feb-18
2165,Agra,Agra,Potato,Local,FAQ,300,470,400,9-Feb-18
2166,Agra,Agra,Potato,Local,FAQ,300,460,390,8-Feb-18
2167,Agra,Agra,Potato,Local,FAQ,300,450,380,7-Feb-18
2168,Agra,Agra,Potato,Local,FAQ,300,450,370,6-Feb-18
2169,Agra,Agra,Potato,Local,FAQ,300,450,380,5-Feb-18
2170,Agra,Agra,Potato,Local,FAQ,300,450,390,3-Feb-18
2171,Agra,Agra,Potato,Local,FAQ,300,450,400,2-Feb-18
2172,Agra,Agra,Potato,Local,FAQ,300,470,410,31-Jan-18
2173,Agra,Agra,Potato,Local,FAQ,300,450,400,30-Jan-18
2174,Agra,Agra,Potato,Local,FAQ,310,500,420,29-Jan-18
2175,Agra,Agra,Potato,Local,FAQ,300,490,400,27-Jan-18
2176,Agra,Agra,Potato,Local,FAQ,300,500,410,26-Jan-18
2177,Agra,Agra,Potato,Local,FAQ,300,500,420,25-Jan-18
2178,Agra,Agra,Potato,Local,FAQ,300,480,400,24-Jan-18
2179,Agra,Agra,Potato,Local,FAQ,300,480,410,23-Jan-18
2180,Agra,Agra,Potato,Local,FAQ,320,510,440,22-Jan-18
2181,Agra,Agra,Potato,Local,FAQ,330,520,445,20-Jan-18
2182,Agra,Agra,Potato,Local,FAQ,350,520,450,19-Jan-18
2183,Agra,Agra,Potato,Local,FAQ,320,520,440,18-Jan-18
2184,Agra,Agra,Potato,Local,FAQ,320,500,420,17-Jan-18
2185,Agra,Agra,Potato,Local,FAQ,330,520,440,16-Jan-18
2186,Agra,Agra,Potato,Local,FAQ,340,530,450,15-Jan-18
2187,Agra,Agra,Potato,Local,FAQ,320,530,440,13-Jan-18
2188,Agra,Agra,Potato,Local,FAQ,310,520,425,12-Jan-18
2189,Agra,Agra,Potato,Local,FAQ,320,510,430,11-Jan-18
2190,Agra,Agra,Potato,Local,FAQ,310,510,420,10-Jan-18
2191,Agra,Agra,Potato,Local,FAQ,310,500,425,9-Jan-18
2192,Agra,Agra,Potato,Local,FAQ,350,510,430,8-Jan-18
2193,Agra,Agra,Potato,Local,FAQ,350,500,420,6-Jan-18
2194,Agra,Agra,Potato,Local,FAQ,320,510,420,5-Jan-18
2195,Agra,Agra,Potato,Local,FAQ,350,530,425,4-Jan-18
2196,Agra,Agra,Potato,Local,FAQ,350,530,440,3-Jan-18
2197,Agra,Agra,Potato,Local,FAQ,360,530,450,2-Jan-18
2198,Agra,Agra,Potato,Local,FAQ,320,520,430,30-Dec-17
2199,Agra,Agra,Potato,Local,FAQ,350,550,450,29-Dec-17
2200,Agra,Agra,Potato,Local,FAQ,360,540,450,28-Dec-17
2201,Agra,Agra,Potato,Local,FAQ,300,500,410,27-Dec-17
2202,Agra,Agra,Potato,Local,FAQ,350,540,435,26-Dec-17
2203,Agra,Agra,Potato,Local,FAQ,360,540,430,25-Dec-17
2204,Agra,Agra,Potato,Local,FAQ,350,525,430,23-Dec-17
2205,Agra,Agra,Potato,Local,FAQ,360,530,445,22-Dec-17
2206,Agra,Agra,Potato,Local,FAQ,360,530,450,21-Dec-17
2207,Agra,Agra,Potato,Local,FAQ,350,510,455,20-Dec-17
2208,Agra,Agra,Potato,Local,FAQ,340,520,440,19-Dec-17
2209,Agra,Agra,Potato,Local,FAQ,350,540,435,18-Dec-17
2210,Agra,Agra,Potato,Local,FAQ,350,520,430,16-Dec-17
2211,Agra,Agra,Potato,Local,FAQ,360,550,440,15-Dec-17
2212,Agra,Agra,Potato,Local,FAQ,360,550,450,14-Dec-17
2213,Agra,Agra,Potato,Local,FAQ,320,550,430,13-Dec-17
2214,Agra,Agra,Potato,Local,FAQ,340,550,440,12-Dec-17
2215,Agra,Agra,Potato,Local,FAQ,350,550,450,11-Dec-17
2216,Agra,Agra,Potato,Local,FAQ,340,550,450,9-Dec-17
2217,Agra,Agra,Potato,Local,FAQ,350,550,440,8-Dec-17
2218,Agra,Agra,Potato,Local,FAQ,350,550,450,7-Dec-17
2219,Agra,Agra,Potato,Local,FAQ,350,550,440,6-Dec-17
2220,Agra,Agra,Potato,Local,FAQ,350,550,420,5-Dec-17
2221,Agra,Agra,Potato,Local,FAQ,350,540,430,4-Dec-17
2222,Agra,Agra,Potato,Local,FAQ,340,550,450,2-Dec-17
2223,Agra,Agra,Potato,Local,FAQ,350,540,440,30-Nov-17
2224,Agra,Agra,Potato,Local,FAQ,340,520,430,29-Nov-17
2225,Agra,Agra,Potato,Local,FAQ,320,500,410,28-Nov-17
2226,Agra,Agra,Potato,Local,FAQ,350,540,420,27-Nov-17
2227,Agra,Agra,Potato,Local,FAQ,350,550,430,25-Nov-17
2228,Agra,Agra,Potato,Local,FAQ,350,485,420,23-Nov-17
2229,Agra,Agra,Potato,Local,FAQ,350,510,410,21-Nov-17
2230,Agra,Agra,Potato,Local,FAQ,350,510,420,20-Nov-17
2231,Agra,Agra,Potato,Local,FAQ,300,480,400,18-Nov-17
2232,Agra,Agra,Potato,Local,FAQ,300,500,410,17-Nov-17
2233,Agra,Agra,Potato,Local,FAQ,300,500,400,16-Nov-17
2234,Agra,Agra,Potato,Local,FAQ,300,500,425,15-Nov-17
2235,Agra,Agra,Potato,Local,FAQ,300,490,400,14-Nov-17
2236,Agra,Agra,Potato,Local,FAQ,300,500,420,13-Nov-17
2237,Agra,Agra,Potato,Local,FAQ,310,500,410,12-Nov-17
2238,Agra,Agra,Potato,Local,FAQ,300,500,400,11-Nov-17
2239,Agra,Agra,Potato,Local,FAQ,300,500,400,10-Nov-17
2240,Agra,Agra,Potato,Local,FAQ,300,500,410,9-Nov-17
2241,Agra,Agra,Potato,Local,FAQ,350,500,410,8-Nov-17
2242,Agra,Agra,Potato,Local,FAQ,290,550,400,7-Nov-17
2243,Agra,Agra,Potato,Local,FAQ,300,500,410,6-Nov-17
2244,Agra,Agra,Potato,Local,FAQ,280,480,390,4-Nov-17
2245,Agra,Agra,Potato,Local,FAQ,280,470,380,3-Nov-17
2246,Agra,Agra,Potato,Local,FAQ,300,490,400,2-Nov-17
2247,Agra,Agra,Potato,Local,FAQ,300,500,410,31-Oct-17
2248,Agra,Agra,Potato,Local,FAQ,290,500,400,30-Oct-17
2249,Agra,Agra,Potato,Local,FAQ,300,500,410,28-Oct-17
2250,Agra,Agra,Potato,Local,FAQ,300,480,400,27-Oct-17
2251,Agra,Agra,Potato,Local,FAQ,280,480,390,26-Oct-17
2252,Agra,Agra,Potato,Local,FAQ,300,500,400,25-Oct-17
2253,Agra,Agra,Potato,Local,FAQ,300,510,430,24-Oct-17
2254,Agra,Agra,Potato,Local,FAQ,280,500,440,23-Oct-17
2255,Agra,Agra,Potato,Local,FAQ,300,520,440,20-Oct-17
2256,Agra,Agra,Potato,Local,FAQ,300,520,450,19-Oct-17
2257,Agra,Agra,Potato,Local,FAQ,300,520,440,18-Oct-17
2258,Agra,Agra,Potato,Local,FAQ,250,510,420,17-Oct-17
2259,Agra,Agra,Potato,Local,FAQ,280,510,430,16-Oct-17
2260,Agra,Agra,Potato,Local,FAQ,300,510,440,14-Oct-17
2261,Agra,Agra,Potato,Local,FAQ,285,520,400,13-Oct-17
2262,Agra,Agra,Potato,Local,FAQ,290,520,400,12-Oct-17
2263,Agra,Agra,Potato,Local,FAQ,285,510,435,11-Oct-17
2264,Agra,Agra,Potato,Local,FAQ,290,520,440,10-Oct-17
2265,Agra,Agra,Potato,Local,FAQ,250,510,430,9-Oct-17
2266,Agra,Agra,Potato,Local,FAQ,290,520,435,7-Oct-17
2267,Agra,Agra,Potato,Local,FAQ,300,520,440,6-Oct-17
2268,Agra,Agra,Potato,Local,FAQ,300,520,450,5-Oct-17
2269,Agra,Agra,Potato,Local,FAQ,300,510,435,4-Oct-17
2270,Agra,Agra,Potato,Local,FAQ,280,520,430,3-Oct-17
2271,Agra,Agra,Potato,Local,FAQ,260,500,430,2-Oct-17
2272,Agra,Agra,Potato,Local,FAQ,280,520,450,30-Sep-17
2273,Agra,Agra,Potato,Local,FAQ,280,500,410,29-Sep-17
2274,Agra,Agra,Potato,Local,FAQ,280,510,430,28-Sep-17
2275,Agra,Agra,Potato,Local,FAQ,280,500,435,27-Sep-17
2276,Agra,Agra,Potato,Local,FAQ,260,500,425,26-Sep-17
2277,Agra,Agra,Potato,Local,FAQ,280,500,430,25-Sep-17
2278,Agra,Agra,Potato,Local,FAQ,280,500,430,23-Sep-17
2279,Agra,Agra,Potato,Local,FAQ,290,500,450,22-Sep-17
2280,Agra,Agra,Potato,Local,FAQ,285,500,440,21-Sep-17
2281,Agra,Agra,Potato,Local,FAQ,285,500,465,20-Sep-17
2282,Agra,Agra,Potato,Local,FAQ,280,500,450,19-Sep-17
2283,Agra,Agra,Potato,Local,FAQ,280,500,435,18-Sep-17
2284,Agra,Agra,Potato,Local,FAQ,280,500,420,16-Sep-17
2285,Agra,Agra,Potato,Local,FAQ,260,520,430,15-Sep-17
2286,Agra,Agra,Potato,Local,FAQ,260,510,440,14-Sep-17
2287,Agra,Agra,Potato,Local,FAQ,250,520,450,13-Sep-17
2288,Agra,Agra,Potato,Local,FAQ,260,500,440,12-Sep-17
2289,Agra,Agra,Potato,Local,FAQ,250,520,450,11-Sep-17
2290,Agra,Agra,Potato,Local,FAQ,250,520,440,9-Sep-17
2291,Agra,Agra,Potato,Local,FAQ,260,500,430,8-Sep-17
2292,Agra,Agra,Potato,Local,FAQ,250,500,420,7-Sep-17
2293,Agra,Agra,Potato,Local,FAQ,280,510,430,6-Sep-17
2294,Agra,Agra,Potato,Local,FAQ,280,500,435,5-Sep-17
2295,Agra,Agra,Potato,Local,FAQ,300,500,450,4-Sep-17
2296,Agra,Agra,Potato,Local,FAQ,290,500,440,2-Sep-17
2297,Agra,Agra,Potato,Local,FAQ,300,500,430,31-Aug-17
2298,Agra,Agra,Potato,Local,FAQ,290,480,400,30-Aug-17
2299,Agra,Agra,Potato,Local,FAQ,280,460,390,29-Aug-17
2300,Agra,Agra,Potato,Local,FAQ,300,480,400,28-Aug-17
2301,Agra,Agra,Potato,Local,FAQ,290,450,410,26-Aug-17
2302,Agra,Agra,Potato,Local,FAQ,280,440,390,25-Aug-17
2303,Agra,Agra,Potato,Local,FAQ,280,450,380,24-Aug-17
2304,Agra,Agra,Potato,Local,FAQ,280,480,400,23-Aug-17
2305,Agra,Agra,Potato,Local,FAQ,280,450,390,22-Aug-17
2306,Agra,Agra,Potato,Local,FAQ,300,480,400,21-Aug-17
2307,Agra,Agra,Potato,Local,FAQ,360,520,430,19-Aug-17
2308,Agra,Agra,Potato,Local,FAQ,350,520,440,18-Aug-17
2309,Agra,Agra,Potato,Local,FAQ,380,510,450,17-Aug-17
2310,Agra,Agra,Potato,Local,FAQ,350,500,430,16-Aug-17
2311,Agra,Agra,Potato,Local,FAQ,340,480,420,14-Aug-17
2312,Agra,Agra,Potato,Local,FAQ,320,480,400,12-Aug-17
2313,Agra,Agra,Potato,Local,FAQ,350,500,410,11-Aug-17
2314,Agra,Agra,Potato,Local,FAQ,350,500,420,10-Aug-17
2315,Agra,Agra,Potato,Local,FAQ,340,500,425,9-Aug-17
2316,Agra,Agra,Potato,Local,FAQ,340,500,430,8-Aug-17
2317,Agra,Agra,Potato,Local,FAQ,350,500,435,5-Aug-17
2318,Agra,Agra,Potato,Local,FAQ,340,500,410,4-Aug-17
2319,Agra,Agra,Potato,Local,FAQ,350,480,420,3-Aug-17
2320,Agra,Agra,Potato,Local,FAQ,340,480,410,2-Aug-17
2321,Agra,Agra,Potato,Local,FAQ,340,500,430,31-Jul-17
2322,Agra,Agra,Potato,Local,FAQ,340,500,425,29-Jul-17
2323,Agra,Agra,Potato,Local,FAQ,350,500,430,28-Jul-17
2324,Agra,Agra,Potato,Local,FAQ,300,480,410,27-Jul-17
2325,Agra,Agra,Potato,Local,FAQ,270,480,420,26-Jul-17
2326,Agra,Agra,Potato,Local,FAQ,260,450,350,25-Jul-17
2327,Agra,Agra,Potato,Local,FAQ,250,450,340,24-Jul-17
2328,Agra,Agra,Potato,Local,FAQ,250,450,350,22-Jul-17
2329,Agra,Agra,Potato,Local,FAQ,250,450,360,21-Jul-17
2330,Agra,Agra,Potato,Local,FAQ,280,430,350,20-Jul-17
2331,Agra,Agra,Potato,Local,FAQ,300,480,390,19-Jul-17
2332,Agra,Agra,Potato,Local,FAQ,300,480,400,18-Jul-17
2333,Agra,Agra,Potato,Local,FAQ,350,520,460,17-Jul-17
2334,Agra,Agra,Potato,Local,FAQ,380,500,450,15-Jul-17
2335,Agra,Agra,Potato,Local,FAQ,380,520,460,14-Jul-17
2336,Agra,Agra,Potato,Local,FAQ,400,580,500,13-Jul-17
2337,Agra,Agra,Potato,Local,FAQ,380,500,450,12-Jul-17
2338,Agra,Agra,Potato,Local,FAQ,380,550,470,11-Jul-17
2339,Agra,Agra,Potato,Local,FAQ,380,530,480,10-Jul-17
2340,Agra,Agra,Potato,Local,FAQ,350,550,450,8-Jul-17
2341,Agra,Agra,Potato,Local,FAQ,380,520,460,7-Jul-17
2342,Agra,Agra,Potato,Local,FAQ,380,520,450,6-Jul-17
2343,Agra,Agra,Potato,Local,FAQ,380,550,480,5-Jul-17
2344,Agra,Agra,Potato,Local,FAQ,350,550,460,4-Jul-17
2345,Agra,Agra,Potato,Local,FAQ,350,500,430,30-Jun-17
2346,Agra,Agra,Potato,Local,FAQ,320,500,410,29-Jun-17
2347,Agra,Agra,Potato,Local,FAQ,320,480,400,27-Jun-17
2348,Agra,Agra,Potato,Local,FAQ,320,450,380,26-Jun-17
2349,Agra,Agra,Potato,Local,FAQ,300,450,390,24-Jun-17
2350,Agra,Agra,Potato,Local,FAQ,320,500,430,23-Jun-17
2351,Agra,Agra,Potato,Local,FAQ,320,500,435,22-Jun-17
2352,Agra,Agra,Potato,Local,FAQ,300,500,420,21-Jun-17
2353,Agra,Agra,Potato,Local,FAQ,300,500,410,20-Jun-17
2354,Agra,Agra,Potato,Local,FAQ,350,500,440,19-Jun-17
2355,Agra,Agra,Potato,Local,FAQ,320,500,445,17-Jun-17
2356,Agra,Agra,Potato,Local,FAQ,310,500,450,16-Jun-17
2357,Agra,Agra,Potato,Local,FAQ,320,490,440,15-Jun-17
2358,Agra,Agra,Potato,Local,FAQ,300,480,420,14-Jun-17
2359,Agra,Agra,Potato,Local,FAQ,300,480,410,13-Jun-17
